,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
       1,2026-07-29T22:47:07.780+08:00, 0.893E-01,   0.08926, 0.90934E+01
       2,2026-07-29T22:47:08.435+08:00, 0.893E-01,   0.17851, 0.97436E+01
       3,2026-07-29T22:47:09.253+08:00, 0.893E-01,   0.26777, 0.10556E+02
       4,2026-07-29T22:47:09.897+08:00, 0.893E-01,   0.35702, 0.11195E+02
       5,2026-07-29T22:47:10.464+08:00, 0.893E-01,   0.44628, 0.11758E+02
       6,2026-07-29T22:47:11.279+08:00, 0.893E-01,   0.53553, 0.12567E+02
       7,2026-07-29T22:47:11.796+08:00, 0.893E-01,   0.62479, 0.13080E+02
       8,2026-07-29T22:47:12.340+08:00, 0.893E-01,   0.71404, 0.13620E+02
       9,2026-07-29T22:47:13.063+08:00, 0.893E-01,   0.80330, 0.14338E+02
      10,2026-07-29T22:47:13.611+08:00, 0.893E-01,   0.89255, 0.14882E+02
      20,2026-07-29T22:47:20.512+08:00, 0.344E-01,   1.39779, 0.21736E+02
      30,2026-07-29T22:47:26.655+08:00, 0.241E-01,   1.66301, 0.27838E+02
      40,2026-07-29T22:47:32.458+08:00, 0.193E-01,   1.87950, 0.33602E+02
      50,2026-07-29T22:47:37.944+08:00, 0.193E-01,   2.07295, 0.39051E+02
      60,2026-07-29T22:47:43.876+08:00, 0.169E-01,   2.25663, 0.44943E+02
      70,2026-07-29T22:47:49.714+08:00, 0.151E-01,   2.42382, 0.50741E+02
      80,2026-07-29T22:47:55.474+08:00, 0.132E-01,   2.57076, 0.56462E+02
      90,2026-07-29T22:48:01.414+08:00, 0.132E-01,   2.70259, 0.62362E+02
     100,2026-07-29T22:48:07.759+08:00, 0.118E-01,   2.82044, 0.68663E+02
     200,2026-07-29T22:49:18.468+08:00, 0.566E-02,   3.61830, 0.13886E+03
     300,2026-07-29T22:50:28.049+08:00, 0.441E-02,   4.05694, 0.20794E+03
     400,2026-07-29T22:51:36.012+08:00, 0.389E-02,   4.45256, 0.27542E+03
     500,2026-07-29T22:52:43.623+08:00, 0.385E-02,   4.81228, 0.34255E+03
     600,2026-07-29T22:53:50.962+08:00, 0.377E-02,   5.18908, 0.40941E+03
     700,2026-07-29T22:54:57.511+08:00, 0.457E-02,   5.62703, 0.47549E+03
     800,2026-07-29T22:56:06.505+08:00, 0.396E-02,   6.04545, 0.54400E+03
     900,2026-07-29T22:57:16.212+08:00, 0.436E-02,   6.45694, 0.61321E+03
    1000,2026-07-29T22:58:29.217+08:00, 0.428E-02,   6.91234, 0.68570E+03
    1100,2026-07-29T22:59:45.552+08:00, 0.370E-02,   7.29028, 0.76148E+03
    1200,2026-07-29T23:01:01.011+08:00, 0.407E-02,   7.67588, 0.83640E+03
    1300,2026-07-29T23:02:20.199+08:00, 0.381E-02,   8.12394, 0.91502E+03
    1400,2026-07-29T23:03:37.651+08:00, 0.372E-02,   8.47675, 0.99191E+03
    1500,2026-07-29T23:04:55.413+08:00, 0.398E-02,   8.88680, 0.10691E+04
    1600,2026-07-29T23:06:15.148+08:00, 0.398E-02,   9.28477, 0.11483E+04
    1700,2026-07-29T23:07:34.287+08:00, 0.398E-02,   9.68275, 0.12268E+04
    1800,2026-07-29T23:08:54.253+08:00, 0.385E-02,  10.09699, 0.13062E+04
    1900,2026-07-29T23:10:12.393+08:00, 0.454E-02,  10.51436, 0.13838E+04
    2000,2026-07-29T23:11:30.901+08:00, 0.499E-02,  11.00780, 0.14617E+04
    2100,2026-07-29T23:12:48.670+08:00, 0.481E-02,  11.46466, 0.15389E+04
    2200,2026-07-29T23:14:04.376+08:00, 0.529E-02,  11.97414, 0.16140E+04
    2300,2026-07-29T23:15:19.785+08:00, 0.452E-02,  12.43931, 0.16889E+04
    2400,2026-07-29T23:16:33.612+08:00, 0.443E-02,  12.85935, 0.17622E+04
    2500,2026-07-29T23:17:47.048+08:00, 0.397E-02,  13.30063, 0.18351E+04
    2600,2026-07-29T23:18:57.955+08:00, 0.417E-02,  13.69921, 0.19056E+04
    2700,2026-07-29T23:20:07.647+08:00, 0.417E-02,  14.11628, 0.19748E+04
    2800,2026-07-29T23:21:18.767+08:00, 0.408E-02,  14.54981, 0.20454E+04
    2900,2026-07-29T23:22:27.784+08:00, 0.428E-02,  14.97400, 0.21139E+04
    3000,2026-07-29T23:23:37.987+08:00, 0.471E-02,  15.42974, 0.21836E+04
    3100,2026-07-29T23:24:47.151+08:00, 0.422E-02,  15.86751, 0.22523E+04
    3200,2026-07-29T23:25:56.321+08:00, 0.464E-02,  16.30941, 0.23210E+04
    3300,2026-07-29T23:27:07.135+08:00, 0.458E-02,  16.76279, 0.23913E+04
    3400,2026-07-29T23:28:17.405+08:00, 0.448E-02,  17.19600, 0.24611E+04
    3500,2026-07-29T23:29:28.438+08:00, 0.448E-02,  17.64408, 0.25316E+04
    3600,2026-07-29T23:30:43.067+08:00, 0.437E-02,  18.09691, 0.26057E+04
    3700,2026-07-29T23:31:57.656+08:00, 0.431E-02,  18.50231, 0.26797E+04
    3800,2026-07-29T23:33:13.174+08:00, 0.448E-02,  18.93793, 0.27547E+04
    3900,2026-07-29T23:34:27.398+08:00, 0.448E-02,  19.38633, 0.28285E+04
    4000,2026-07-29T23:35:38.502+08:00, 0.448E-02,  19.83474, 0.28991E+04
    4100,2026-07-29T23:36:52.740+08:00, 0.402E-02,  20.25565, 0.29728E+04
    4200,2026-07-29T23:38:03.548+08:00, 0.442E-02,  20.68036, 0.30432E+04
    4300,2026-07-29T23:39:16.705+08:00, 0.436E-02,  21.14575, 0.31158E+04
    4400,2026-07-29T23:40:28.004+08:00, 0.436E-02,  21.58128, 0.31867E+04
    4500,2026-07-29T23:41:38.362+08:00, 0.436E-02,  22.01680, 0.32566E+04
    4600,2026-07-29T23:42:49.173+08:00, 0.390E-02,  22.45143, 0.33269E+04
    4700,2026-07-29T23:43:59.910+08:00, 0.390E-02,  22.84174, 0.33972E+04
    4800,2026-07-29T23:45:08.947+08:00, 0.429E-02,  23.24065, 0.34657E+04
    4900,2026-07-29T23:46:21.210+08:00, 0.429E-02,  23.66999, 0.35375E+04
    5000,2026-07-29T23:47:34.231+08:00, 0.380E-02,  24.06890, 0.36101E+04
    5100,2026-07-29T23:48:44.572+08:00, 0.460E-02,  24.49076, 0.36799E+04
    5200,2026-07-29T23:49:58.682+08:00, 0.405E-02,  24.90841, 0.37536E+04
    5300,2026-07-29T23:51:09.553+08:00, 0.446E-02,  25.31821, 0.38240E+04
    5400,2026-07-29T23:52:23.077+08:00, 0.434E-02,  25.78280, 0.38970E+04
    5500,2026-07-29T23:53:35.423+08:00, 0.464E-02,  26.18282, 0.39689E+04
    5600,2026-07-29T23:54:50.357+08:00, 0.416E-02,  26.63276, 0.40433E+04
    5700,2026-07-29T23:56:06.608+08:00, 0.374E-02,  27.02499, 0.41190E+04
    5800,2026-07-29T23:57:21.070+08:00, 0.452E-02,  27.44628, 0.41930E+04
    5900,2026-07-29T23:58:38.898+08:00, 0.452E-02,  27.89872, 0.42703E+04
    6000,2026-07-29T23:59:54.166+08:00, 0.491E-02,  28.35202, 0.43451E+04
    6100,2026-07-30T00:01:11.673+08:00, 0.396E-02,  28.77587, 0.44221E+04
    6200,2026-07-30T00:02:25.793+08:00, 0.435E-02,  29.18311, 0.44957E+04
    6300,2026-07-30T00:03:43.977+08:00, 0.378E-02,  29.63812, 0.45733E+04
    6400,2026-07-30T00:04:57.560+08:00, 0.457E-02,  30.07491, 0.46464E+04
    6500,2026-07-30T00:06:11.658+08:00, 0.447E-02,  30.55212, 0.47200E+04
    6600,2026-07-30T00:07:25.086+08:00, 0.441E-02,  30.97337, 0.47930E+04
    6700,2026-07-30T00:08:35.895+08:00, 0.441E-02,  31.41405, 0.48633E+04
    6800,2026-07-30T00:09:47.535+08:00, 0.441E-02,  31.85474, 0.49345E+04
    6900,2026-07-30T00:10:59.350+08:00, 0.426E-02,  32.27651, 0.50058E+04
    7000,2026-07-30T00:12:11.078+08:00, 0.468E-02,  32.70483, 0.50771E+04
    7100,2026-07-30T00:13:22.638+08:00, 0.415E-02,  33.12761, 0.51482E+04
    7200,2026-07-30T00:14:34.650+08:00, 0.409E-02,  33.52590, 0.52197E+04
    7300,2026-07-30T00:15:47.628+08:00, 0.402E-02,  33.95704, 0.52922E+04
    7400,2026-07-30T00:16:59.845+08:00, 0.402E-02,  34.35898, 0.53639E+04
    7500,2026-07-30T00:18:12.262+08:00, 0.442E-02,  34.79791, 0.54359E+04
    7600,2026-07-30T00:19:23.884+08:00, 0.430E-02,  35.24033, 0.55070E+04
    7700,2026-07-30T00:20:38.271+08:00, 0.473E-02,  35.68560, 0.55809E+04
    7800,2026-07-30T00:21:54.422+08:00, 0.462E-02,  36.18373, 0.56565E+04
    7900,2026-07-30T00:23:09.197+08:00, 0.413E-02,  36.59724, 0.57308E+04
    8000,2026-07-30T00:24:24.638+08:00, 0.442E-02,  37.06439, 0.58058E+04
    8100,2026-07-30T00:25:40.610+08:00, 0.394E-02,  37.46978, 0.58812E+04
    8200,2026-07-30T00:26:52.614+08:00, 0.433E-02,  37.87019, 0.59528E+04
    8300,2026-07-30T00:28:08.101+08:00, 0.433E-02,  38.30328, 0.60278E+04
    8400,2026-07-30T00:29:22.236+08:00, 0.422E-02,  38.69459, 0.61014E+04
    8500,2026-07-30T00:30:36.581+08:00, 0.464E-02,  39.12485, 0.61752E+04
    8600,2026-07-30T00:31:49.255+08:00, 0.417E-02,  39.54306, 0.62474E+04
    8700,2026-07-30T00:33:01.244+08:00, 0.417E-02,  39.95985, 0.63190E+04
    8800,2026-07-30T00:34:14.167+08:00, 0.406E-02,  40.38347, 0.63914E+04
    8900,2026-07-30T00:35:26.300+08:00, 0.447E-02,  40.79341, 0.64631E+04
    9000,2026-07-30T00:36:39.537+08:00, 0.447E-02,  41.24031, 0.65358E+04
    9100,2026-07-30T00:37:51.247+08:00, 0.391E-02,  41.65129, 0.66071E+04
    9200,2026-07-30T00:39:01.505+08:00, 0.430E-02,  42.04361, 0.66768E+04
    9300,2026-07-30T00:40:12.366+08:00, 0.430E-02,  42.47344, 0.67472E+04
    9400,2026-07-30T00:41:22.162+08:00, 0.414E-02,  42.87992, 0.68166E+04
    9500,2026-07-30T00:42:33.418+08:00, 0.414E-02,  43.29429, 0.68874E+04
    9600,2026-07-30T00:43:44.695+08:00, 0.405E-02,  43.67076, 0.69582E+04
    9700,2026-07-30T00:44:55.281+08:00, 0.397E-02,  44.06300, 0.70283E+04
    9800,2026-07-30T00:46:06.589+08:00, 0.436E-02,  44.48873, 0.70991E+04
    9900,2026-07-30T00:47:17.980+08:00, 0.423E-02,  44.90874, 0.71701E+04
   10000,2026-07-30T00:48:28.229+08:00, 0.423E-02,  45.33181, 0.72398E+04
   10100,2026-07-30T00:49:38.560+08:00, 0.465E-02,  45.79633, 0.73097E+04
   10200,2026-07-30T00:50:50.156+08:00, 0.408E-02,  46.25713, 0.73808E+04
   10300,2026-07-30T00:51:59.859+08:00, 0.401E-02,  46.63182, 0.74501E+04
   10400,2026-07-30T00:53:09.939+08:00, 0.445E-02,  47.02744, 0.75197E+04
   10500,2026-07-30T00:54:21.334+08:00, 0.398E-02,  47.47211, 0.75906E+04
   10600,2026-07-30T00:55:30.973+08:00, 0.398E-02,  47.87050, 0.76598E+04
   10700,2026-07-30T00:56:41.415+08:00, 0.438E-02,  48.29957, 0.77298E+04
   10800,2026-07-30T00:57:51.625+08:00, 0.394E-02,  48.72057, 0.77995E+04
   10900,2026-07-30T00:59:02.071+08:00, 0.389E-02,  49.14503, 0.78695E+04
   11000,2026-07-30T01:00:12.457+08:00, 0.428E-02,  49.56953, 0.79394E+04
