s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS
 1.5100430E+002, 7.2574427E+004,-1.9975398E+004,-5.2197215E+004,-1.9586886E+003,-3.5387321E+000, 0.0000000E+000, 0.0000000E+000,-2.8131603E+003,-1.5604133E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.5200316E+002, 8.1734455E+004,-2.1772264E+004,-5.9063455E+004,-2.2082607E+003,-3.5034048E+000, 0.0000000E+000, 0.0000000E+000,-7.7864321E+002,-1.3130279E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.5300577E+002, 8.1478581E+004,-2.1316885E+004,-5.5012112E+004,-2.0672313E+003,-3.4831251E+000, 0.0000000E+000, 0.0000000E+000, 2.6540644E+003, 3.0788695E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.5400232E+002, 7.7892288E+004,-2.1564871E+004,-5.4184930E+004,-1.7604403E+003,-3.5265245E+000, 0.0000000E+000, 0.0000000E+000,-6.2926498E+002, 3.7852055E+002, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.5500093E+002, 7.7139936E+004,-1.9876423E+004,-5.5915623E+004,-1.7707125E+003,-3.5711572E+000, 0.0000000E+000, 0.0000000E+000, 6.7922949E+001,-4.2639375E+002, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.5600388E+002, 7.9883914E+004,-2.0888602E+004,-5.5906678E+004,-1.8569239E+003,-3.5115046E+000, 0.0000000E+000, 0.0000000E+000, 1.0195324E+003, 1.2281992E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.5700238E+002, 7.7170667E+004,-2.1106153E+004,-5.2690069E+004,-1.7785988E+003,-3.5689904E+000, 0.0000000E+000, 0.0000000E+000,-7.0664449E+001, 1.5922777E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.5800648E+002, 8.5032210E+004,-2.1895819E+004,-5.8468953E+004,-1.9879337E+003,-3.6405503E+000, 0.0000000E+000, 0.0000000E+000, 3.2104836E+003, 2.6758640E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.5900671E+002, 8.1994210E+004,-2.1346843E+004,-5.6747206E+004,-2.0138881E+003,-3.5819363E+000, 0.0000000E+000, 0.0000000E+000, 1.8364359E+003, 1.8826910E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.6000620E+002, 7.5548017E+004,-2.0981957E+004,-5.5059528E+004,-2.1540042E+003,-3.5683161E+000, 0.0000000E+000, 0.0000000E+000,-3.6306118E+003,-2.6510413E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.6100267E+002, 8.3130135E+004,-2.2378045E+004,-5.6549237E+004,-2.3999457E+003,-3.6421615E+000, 0.0000000E+000, 0.0000000E+000, 1.6516857E+003, 1.7992648E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.6200687E+002, 8.2131717E+004,-2.1211570E+004,-5.9990255E+004,-2.2981980E+003,-3.5921333E+000, 0.0000000E+000, 0.0000000E+000,-1.6706970E+003,-1.3718980E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.6300043E+002, 8.0186983E+004,-2.1302366E+004,-5.7864693E+004,-1.9820104E+003,-3.5263723E+000, 0.0000000E+000, 0.0000000E+000,-8.0199006E+002,-9.6561205E+002, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.6400089E+002, 7.8012816E+004,-2.2133106E+004,-5.1921613E+004,-1.7837909E+003,-3.5272229E+000, 0.0000000E+000, 0.0000000E+000, 9.3134058E+002, 2.1707792E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.6500275E+002, 8.0282974E+004,-2.1009082E+004,-5.5477445E+004,-1.7845442E+003,-3.6197713E+000, 0.0000000E+000, 0.0000000E+000, 2.0473617E+003, 2.0082841E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.6600262E+002, 8.1505209E+004,-2.1079587E+004,-5.8293530E+004,-1.8084797E+003,-3.6007926E+000, 0.0000000E+000, 0.0000000E+000, 4.6658514E+002, 3.2001230E+002, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.6700597E+002, 8.3244304E+004,-2.2854831E+004,-5.5997969E+004,-1.8360038E+003,-3.5817821E+000, 0.0000000E+000, 0.0000000E+000, 1.8359339E+003, 2.5519197E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.6800432E+002, 7.4614388E+004,-2.0461529E+004,-5.5175292E+004,-1.7924639E+003,-3.5975156E+000, 0.0000000E+000, 0.0000000E+000,-3.0040675E+003,-2.8184941E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.6900653E+002, 8.0744703E+004,-2.1332104E+004,-5.8978517E+004,-1.8336843E+003,-3.5965818E+000, 0.0000000E+000, 0.0000000E+000,-1.3013249E+003,-1.4031987E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.7000276E+002, 8.3901922E+004,-2.2448120E+004,-5.8562383E+004,-1.8650598E+003,-3.5971631E+000, 0.0000000E+000, 0.0000000E+000, 7.9202814E+002, 1.0227622E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.7100598E+002, 7.9272471E+004,-2.2444319E+004,-5.4050727E+004,-1.7717430E+003,-3.6328741E+000, 0.0000000E+000, 0.0000000E+000,-1.6963211E+002, 1.0020497E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.7200359E+002, 8.2718013E+004,-2.1353874E+004,-5.7431405E+004,-1.8011830E+003,-3.6366889E+000, 0.0000000E+000, 0.0000000E+000, 2.4120433E+003, 2.1279134E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.7300562E+002, 7.8037060E+004,-2.0434270E+004,-5.9230161E+004,-1.7265260E+003,-3.5808799E+000, 0.0000000E+000, 0.0000000E+000,-3.3793011E+003,-3.3574790E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.7400060E+002, 8.0419790E+004,-2.1631290E+004,-5.4641812E+004,-1.7104482E+003,-3.5712454E+000, 0.0000000E+000, 0.0000000E+000, 1.6569571E+003, 2.4326679E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.7500256E+002, 7.4629486E+004,-1.9682040E+004,-5.2302486E+004,-1.6618651E+003,-3.6763824E+000, 0.0000000E+000, 0.0000000E+000, 3.5388828E+002, 9.7941767E+002, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.7600447E+002, 8.6871056E+004,-2.2529955E+004,-6.1220916E+004,-2.0260575E+003,-3.7118974E+000, 0.0000000E+000, 0.0000000E+000, 1.5044079E+003, 1.0904155E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.7700114E+002, 7.9682912E+004,-2.1627057E+004,-5.5678612E+004,-1.7008865E+003,-3.6289578E+000, 0.0000000E+000, 0.0000000E+000,-2.7307656E+002, 6.7272805E+002, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.7800603E+002, 7.7202632E+004,-2.1025185E+004,-5.4451550E+004,-1.8594877E+003,-3.6344861E+000, 0.0000000E+000, 0.0000000E+000,-6.6260889E+002,-1.3722539E+002, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.7900371E+002, 8.4425130E+004,-2.2761473E+004,-5.7739190E+004,-1.9599568E+003,-3.6463092E+000, 0.0000000E+000, 0.0000000E+000, 2.1868904E+003, 1.9608633E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.8000246E+002, 7.6154306E+004,-1.9681058E+004,-5.7235805E+004,-1.8109898E+003,-3.5009987E+000, 0.0000000E+000, 0.0000000E+000,-2.6151658E+003,-2.5770476E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.8100191E+002, 7.6519705E+004,-2.1491985E+004,-5.4430571E+004,-1.8297329E+003,-3.5986934E+000, 0.0000000E+000, 0.0000000E+000,-2.2391068E+003,-1.2361819E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.8200354E+002, 8.8089233E+004,-2.3281216E+004,-5.9335641E+004,-2.0323231E+003,-3.6576213E+000, 0.0000000E+000, 0.0000000E+000, 3.8375599E+003, 3.4363956E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.8300571E+002, 7.7624402E+004,-2.0013974E+004,-5.5611091E+004,-1.6738529E+003,-3.6306149E+000, 0.0000000E+000, 0.0000000E+000,-2.5271073E+001, 3.2185349E+002, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.8400035E+002, 8.0142860E+004,-2.1456903E+004,-5.5842129E+004,-1.6160384E+003,-3.6056252E+000, 0.0000000E+000, 0.0000000E+000, 6.3322239E+002, 1.2241843E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.8500722E+002, 7.9771297E+004,-2.1282937E+004,-5.8001777E+004,-1.6397426E+003,-3.5674729E+000, 0.0000000E+000, 0.0000000E+000,-9.0105633E+002,-1.1567260E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.8600108E+002, 7.7343013E+004,-2.1098957E+004,-5.5785029E+004,-1.7083798E+003,-3.4583953E+000, 0.0000000E+000, 0.0000000E+000,-1.5906948E+003,-1.2528106E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.8700380E+002, 7.7375116E+004,-2.0757805E+004,-5.8041935E+004,-1.8025067E+003,-3.5203678E+000, 0.0000000E+000, 0.0000000E+000,-3.3971295E+003,-3.2306509E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.8800587E+002, 8.0406155E+004,-2.1427003E+004,-5.7687353E+004,-1.7694737E+003,-3.5648855E+000, 0.0000000E+000, 0.0000000E+000,-7.4148923E+002,-4.8123936E+002, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.8900540E+002, 8.6651650E+004,-2.3049910E+004,-5.7728785E+004,-1.7287428E+003,-3.5546567E+000, 0.0000000E+000, 0.0000000E+000, 3.9337192E+003, 4.1406566E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.9000165E+002, 7.8426479E+004,-2.1274933E+004,-5.5432211E+004,-1.8578938E+003,-3.5417937E+000, 0.0000000E+000, 0.0000000E+000,-5.2649305E+002,-1.4210010E+002, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
