s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS
 2.1002790E+001, 9.2859991E+003,-2.6890113E+003,-9.3389608E+000,-7.7828899E+002,-4.8009528E-001, 0.0000000E+000, 0.0000000E+000, 5.6660334E+003, 5.8088797E+003, 5.9745360E+001, 2.2182342E-001, 0.0000000E+000
 2.2001320E+001, 9.7579501E+003,-2.6376469E+003, 1.3718198E+002,-8.5033895E+002,-4.7399103E-001, 0.0000000E+000, 0.0000000E+000, 6.4442136E+003, 6.4066722E+003, 5.9745360E+001, 2.2315919E-001, 0.0000000E+000
 2.3002415E+001, 9.5847730E+003,-2.7812296E+003, 3.3117717E+001,-8.8149744E+002,-4.7963036E-001, 0.0000000E+000, 0.0000000E+000, 5.9315834E+003, 5.9546841E+003, 5.9745360E+001, 2.2426073E-001, 0.0000000E+000
 2.4002956E+001, 9.3735111E+003,-2.5328065E+003,-1.2884692E+003,-8.4888877E+002,-4.6220636E-001, 0.0000000E+000, 0.0000000E+000, 4.6302285E+003, 4.7028845E+003, 5.9745360E+001, 2.2516685E-001, 0.0000000E+000
 2.5001448E+001, 1.0252122E+004,-2.9468117E+003,-2.7726401E+003,-8.9499213E+002,-4.7481545E-001, 0.0000000E+000, 0.0000000E+000, 3.6737530E+003, 3.6372031E+003, 5.9745360E+001, 2.2591087E-001, 0.0000000E+000
 2.6006035E+001, 9.3751054E+003,-2.5795431E+003,-2.5308852E+003,-8.6420318E+002,-4.6197774E-001, 0.0000000E+000, 0.0000000E+000, 3.2790870E+003, 3.4000120E+003, 5.9745360E+001, 2.2652266E-001, 0.0000000E+000
 2.7004181E+001, 1.0854036E+004,-3.0308944E+003,-3.1288471E+003,-9.8071227E+002,-4.6496909E-001, 0.0000000E+000, 0.0000000E+000, 3.8172849E+003, 3.7131170E+003, 5.9745360E+001, 2.2702476E-001, 0.0000000E+000
 2.8000517E+001, 9.3483891E+003,-2.7455728E+003,-2.4514757E+003,-9.3533910E+002,-4.6653049E-001, 0.0000000E+000, 0.0000000E+000, 3.0424970E+003, 3.2155350E+003, 5.9745360E+001, 2.2743503E-001, 0.0000000E+000
 2.9002172E+001, 1.0448172E+004,-2.9736270E+003,-2.3717207E+003,-1.0030274E+003,-4.7169629E-001, 0.0000000E+000, 0.0000000E+000, 4.1886907E+003, 4.0993250E+003, 5.9745360E+001, 2.2777205E-001, 0.0000000E+000
 3.0004599E+001, 9.0993838E+003,-2.6941814E+003,-2.1828976E+003,-9.6588679E+002,-4.6698771E-001, 0.0000000E+000, 0.0000000E+000, 3.1542522E+003, 3.2559510E+003, 5.9745360E+001, 2.2804938E-001, 0.0000000E+000
 3.1005596E+001, 1.0175903E+004,-2.9225372E+003,-2.6908639E+003,-9.7934150E+002,-4.7084896E-001, 0.0000000E+000, 0.0000000E+000, 3.6146471E+003, 3.5826898E+003, 5.9745360E+001, 2.2827638E-001, 0.0000000E+000
 3.2001011E+001, 1.0117599E+004,-3.0004846E+003,-2.8359350E+003,-9.8710551E+002,-4.6920244E-001, 0.0000000E+000, 0.0000000E+000, 3.2374835E+003, 3.2936043E+003, 5.9745360E+001, 2.2846183E-001, 0.0000000E+000
