,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
       1,2026-07-29T22:47:44.826+08:00, 0.893E-01,   0.08926, 0.93459E+01
       2,2026-07-29T22:47:45.489+08:00, 0.893E-01,   0.17851, 0.10003E+02
       3,2026-07-29T22:47:46.355+08:00, 0.893E-01,   0.26777, 0.10861E+02
       4,2026-07-29T22:47:47.041+08:00, 0.893E-01,   0.35702, 0.11541E+02
       5,2026-07-29T22:47:47.688+08:00, 0.893E-01,   0.44628, 0.12182E+02
       6,2026-07-29T22:47:48.574+08:00, 0.893E-01,   0.53553, 0.13062E+02
       7,2026-07-29T22:47:49.271+08:00, 0.893E-01,   0.62479, 0.13752E+02
       8,2026-07-29T22:47:49.935+08:00, 0.893E-01,   0.71404, 0.14410E+02
       9,2026-07-29T22:47:50.791+08:00, 0.893E-01,   0.80330, 0.15259E+02
      10,2026-07-29T22:47:51.463+08:00, 0.893E-01,   0.89255, 0.15925E+02
      20,2026-07-29T22:48:00.137+08:00, 0.315E-01,   1.37966, 0.24526E+02
      30,2026-07-29T22:48:06.914+08:00, 0.246E-01,   1.64325, 0.31249E+02
      40,2026-07-29T22:48:14.688+08:00, 0.188E-01,   1.84809, 0.38958E+02
      50,2026-07-29T22:48:21.566+08:00, 0.147E-01,   2.01261, 0.45781E+02
      60,2026-07-29T22:48:27.992+08:00, 0.129E-01,   2.15809, 0.52154E+02
      70,2026-07-29T22:48:35.237+08:00, 0.129E-01,   2.28667, 0.59339E+02
      80,2026-07-29T22:48:41.514+08:00, 0.115E-01,   2.40994, 0.65564E+02
      90,2026-07-29T22:48:47.833+08:00, 0.115E-01,   2.52523, 0.71832E+02
     100,2026-07-29T22:48:54.255+08:00, 0.102E-01,   2.63525, 0.78202E+02
     200,2026-07-29T22:50:03.625+08:00, 0.558E-02,   3.37503, 0.14701E+03
     300,2026-07-29T22:51:10.790+08:00, 0.494E-02,   3.89954, 0.21362E+03
     400,2026-07-29T22:52:19.042+08:00, 0.439E-02,   4.39242, 0.28132E+03
     500,2026-07-29T22:53:34.415+08:00, 0.386E-02,   4.78533, 0.35608E+03
     600,2026-07-29T22:54:48.498+08:00, 0.346E-02,   5.14014, 0.42955E+03
     700,2026-07-29T22:56:02.341+08:00, 0.377E-02,   5.53654, 0.50277E+03
     800,2026-07-29T22:57:16.175+08:00, 0.377E-02,   5.91314, 0.57600E+03
     900,2026-07-29T22:58:28.444+08:00, 0.301E-02,   6.22183, 0.64768E+03
    1000,2026-07-29T22:59:38.758+08:00, 0.401E-02,   6.56850, 0.71742E+03
    1100,2026-07-29T23:00:56.239+08:00, 0.388E-02,   6.99672, 0.79425E+03
    1200,2026-07-29T23:02:14.675+08:00, 0.388E-02,   7.38501, 0.87204E+03
    1300,2026-07-29T23:03:29.952+08:00, 0.388E-02,   7.77330, 0.94669E+03
    1400,2026-07-29T23:04:44.959+08:00, 0.384E-02,   8.19196, 0.10211E+04
    1500,2026-07-29T23:05:57.700+08:00, 0.340E-02,   8.55998, 0.10932E+04
    1600,2026-07-29T23:07:07.978+08:00, 0.336E-02,   8.91619, 0.11629E+04
    1700,2026-07-29T23:08:17.755+08:00, 0.406E-02,   9.26866, 0.12321E+04
    1800,2026-07-29T23:09:29.481+08:00, 0.363E-02,   9.64455, 0.13033E+04
    1900,2026-07-29T23:10:40.029+08:00, 0.363E-02,  10.00745, 0.13733E+04
    2000,2026-07-29T23:11:49.960+08:00, 0.399E-02,  10.39975, 0.14426E+04
    2100,2026-07-29T23:13:01.544+08:00, 0.399E-02,  10.79894, 0.15136E+04
    2200,2026-07-29T23:14:14.194+08:00, 0.359E-02,  11.17449, 0.15856E+04
    2300,2026-07-29T23:15:23.421+08:00, 0.395E-02,  11.55409, 0.16542E+04
    2400,2026-07-29T23:16:34.600+08:00, 0.395E-02,  11.94912, 0.17247E+04
    2500,2026-07-29T23:17:46.535+08:00, 0.350E-02,  12.32437, 0.17961E+04
    2600,2026-07-29T23:18:56.373+08:00, 0.385E-02,  12.68984, 0.18653E+04
    2700,2026-07-29T23:20:09.150+08:00, 0.424E-02,  13.10880, 0.19375E+04
    2800,2026-07-29T23:21:21.040+08:00, 0.374E-02,  13.48957, 0.20087E+04
    2900,2026-07-29T23:22:32.148+08:00, 0.412E-02,  13.87143, 0.20792E+04
    3000,2026-07-29T23:23:44.791+08:00, 0.403E-02,  14.24376, 0.21512E+04
    3100,2026-07-29T23:24:59.230+08:00, 0.358E-02,  14.63588, 0.22250E+04
    3200,2026-07-29T23:26:11.442+08:00, 0.384E-02,  15.01800, 0.22966E+04
    3300,2026-07-29T23:27:25.519+08:00, 0.384E-02,  15.40203, 0.23701E+04
    3400,2026-07-29T23:28:40.065+08:00, 0.384E-02,  15.78606, 0.24440E+04
    3500,2026-07-29T23:29:53.425+08:00, 0.384E-02,  16.17009, 0.25167E+04
    3600,2026-07-29T23:31:06.807+08:00, 0.384E-02,  16.55412, 0.25894E+04
    3700,2026-07-29T23:32:20.013+08:00, 0.384E-02,  16.93814, 0.26620E+04
    3800,2026-07-29T23:33:32.558+08:00, 0.416E-02,  17.31247, 0.27339E+04
    3900,2026-07-29T23:34:48.413+08:00, 0.409E-02,  17.74579, 0.28091E+04
    4000,2026-07-29T23:36:02.810+08:00, 0.361E-02,  18.15037, 0.28829E+04
    4100,2026-07-29T23:37:17.826+08:00, 0.397E-02,  18.53615, 0.29572E+04
    4200,2026-07-29T23:38:32.453+08:00, 0.397E-02,  18.93348, 0.30312E+04
    4300,2026-07-29T23:39:47.950+08:00, 0.381E-02,  19.31552, 0.31061E+04
    4400,2026-07-29T23:41:03.431+08:00, 0.414E-02,  19.71988, 0.31809E+04
    4500,2026-07-29T23:42:17.852+08:00, 0.371E-02,  20.12333, 0.32546E+04
    4600,2026-07-29T23:43:31.742+08:00, 0.371E-02,  20.49466, 0.33279E+04
    4700,2026-07-29T23:44:45.830+08:00, 0.371E-02,  20.86599, 0.34013E+04
    4800,2026-07-29T23:46:00.043+08:00, 0.371E-02,  21.23733, 0.34749E+04
    4900,2026-07-29T23:47:12.718+08:00, 0.371E-02,  21.60866, 0.35470E+04
    5000,2026-07-29T23:48:25.441+08:00, 0.371E-02,  21.97999, 0.36191E+04
    5100,2026-07-29T23:49:38.845+08:00, 0.371E-02,  22.35132, 0.36918E+04
    5200,2026-07-29T23:50:52.275+08:00, 0.371E-02,  22.72266, 0.37646E+04
    5300,2026-07-29T23:52:06.974+08:00, 0.408E-02,  23.11070, 0.38387E+04
    5400,2026-07-29T23:53:21.307+08:00, 0.328E-02,  23.47716, 0.39124E+04
    5500,2026-07-29T23:54:34.953+08:00, 0.361E-02,  23.82803, 0.39854E+04
    5600,2026-07-29T23:55:48.455+08:00, 0.361E-02,  24.18873, 0.40583E+04
    5700,2026-07-29T23:57:03.450+08:00, 0.361E-02,  24.54943, 0.41327E+04
    5800,2026-07-29T23:58:19.094+08:00, 0.397E-02,  24.93250, 0.42078E+04
    5900,2026-07-29T23:59:34.979+08:00, 0.356E-02,  25.30019, 0.42830E+04
    6000,2026-07-30T00:00:48.677+08:00, 0.356E-02,  25.65657, 0.43561E+04
    6100,2026-07-30T00:02:03.482+08:00, 0.356E-02,  26.01294, 0.44303E+04
    6200,2026-07-30T00:03:17.664+08:00, 0.356E-02,  26.36932, 0.45039E+04
    6300,2026-07-30T00:04:31.766+08:00, 0.353E-02,  26.70369, 0.45774E+04
    6400,2026-07-30T00:05:45.968+08:00, 0.388E-02,  27.07744, 0.46510E+04
    6500,2026-07-30T00:07:00.296+08:00, 0.388E-02,  27.46530, 0.47247E+04
    6600,2026-07-30T00:08:16.525+08:00, 0.348E-02,  27.82533, 0.48003E+04
    6700,2026-07-30T00:09:31.511+08:00, 0.382E-02,  28.19578, 0.48747E+04
    6800,2026-07-30T00:10:47.985+08:00, 0.344E-02,  28.54148, 0.49505E+04
    6900,2026-07-30T00:12:04.497+08:00, 0.344E-02,  28.88525, 0.50264E+04
    7000,2026-07-30T00:13:20.343+08:00, 0.337E-02,  29.23192, 0.51017E+04
    7100,2026-07-30T00:14:36.747+08:00, 0.337E-02,  29.56867, 0.51774E+04
    7200,2026-07-30T00:15:54.046+08:00, 0.337E-02,  29.90542, 0.52541E+04
    7300,2026-07-30T00:17:11.239+08:00, 0.333E-02,  30.25018, 0.53306E+04
    7400,2026-07-30T00:18:27.539+08:00, 0.402E-02,  30.59325, 0.54063E+04
    7500,2026-07-30T00:19:47.529+08:00, 0.359E-02,  30.96944, 0.54856E+04
    7600,2026-07-30T00:21:04.280+08:00, 0.349E-02,  31.29609, 0.55618E+04
    7700,2026-07-30T00:22:21.228+08:00, 0.373E-02,  31.65761, 0.56381E+04
    7800,2026-07-30T00:23:38.530+08:00, 0.334E-02,  31.99601, 0.57147E+04
    7900,2026-07-30T00:24:56.678+08:00, 0.329E-02,  32.34498, 0.57922E+04
    8000,2026-07-30T00:26:14.595+08:00, 0.329E-02,  32.67367, 0.58695E+04
    8100,2026-07-30T00:27:32.769+08:00, 0.356E-02,  33.04778, 0.59471E+04
    8200,2026-07-30T00:28:48.755+08:00, 0.320E-02,  33.40152, 0.60224E+04
    8300,2026-07-30T00:30:05.494+08:00, 0.353E-02,  33.73997, 0.60985E+04
    8400,2026-07-30T00:31:22.198+08:00, 0.353E-02,  34.09252, 0.61746E+04
    8500,2026-07-30T00:32:39.783+08:00, 0.353E-02,  34.44507, 0.62516E+04
    8600,2026-07-30T00:33:56.518+08:00, 0.317E-02,  34.78911, 0.63277E+04
    8700,2026-07-30T00:35:11.620+08:00, 0.317E-02,  35.10622, 0.64021E+04
    8800,2026-07-30T00:36:28.969+08:00, 0.384E-02,  35.47677, 0.64788E+04
    8900,2026-07-30T00:37:47.151+08:00, 0.307E-02,  35.80326, 0.65564E+04
    9000,2026-07-30T00:39:03.382+08:00, 0.338E-02,  36.13699, 0.66320E+04
    9100,2026-07-30T00:40:19.080+08:00, 0.301E-02,  36.46274, 0.67070E+04
    9200,2026-07-30T00:41:34.553+08:00, 0.364E-02,  36.78468, 0.67819E+04
    9300,2026-07-30T00:42:51.973+08:00, 0.360E-02,  37.13800, 0.68587E+04
    9400,2026-07-30T00:44:09.313+08:00, 0.324E-02,  37.46457, 0.69354E+04
    9500,2026-07-30T00:45:25.961+08:00, 0.356E-02,  37.81249, 0.70114E+04
    9600,2026-07-30T00:46:43.515+08:00, 0.356E-02,  38.16851, 0.70883E+04
    9700,2026-07-30T00:48:00.599+08:00, 0.392E-02,  38.53485, 0.71648E+04
    9800,2026-07-30T00:49:16.064+08:00, 0.352E-02,  38.90565, 0.72396E+04
    9900,2026-07-30T00:50:32.528+08:00, 0.342E-02,  39.22831, 0.73155E+04
   10000,2026-07-30T00:51:48.902+08:00, 0.342E-02,  39.56995, 0.73912E+04
   10100,2026-07-30T00:53:06.006+08:00, 0.331E-02,  39.92903, 0.74677E+04
   10200,2026-07-30T00:54:21.185+08:00, 0.364E-02,  40.26147, 0.75423E+04
   10300,2026-07-30T00:55:38.327+08:00, 0.364E-02,  40.62533, 0.76188E+04
   10400,2026-07-30T00:56:54.849+08:00, 0.321E-02,  40.93002, 0.76947E+04
   10500,2026-07-30T00:58:12.956+08:00, 0.353E-02,  41.27029, 0.77721E+04
   10600,2026-07-30T00:59:31.392+08:00, 0.343E-02,  41.60234, 0.78499E+04
   10700,2026-07-30T01:00:48.415+08:00, 0.343E-02,  41.94529, 0.79263E+04
   10800,2026-07-30T01:02:05.821+08:00, 0.343E-02,  42.28824, 0.80031E+04
   10900,2026-07-30T01:03:22.969+08:00, 0.343E-02,  42.63119, 0.80796E+04
   11000,2026-07-30T01:04:38.901+08:00, 0.331E-02,  42.94622, 0.81549E+04
   11100,2026-07-30T01:05:55.439+08:00, 0.360E-02,  43.28387, 0.82308E+04
   11200,2026-07-30T01:07:13.128+08:00, 0.320E-02,  43.63312, 0.83079E+04
   11300,2026-07-30T01:08:28.930+08:00, 0.352E-02,  43.95722, 0.83831E+04
   11400,2026-07-30T01:09:47.048+08:00, 0.335E-02,  44.33576, 0.84606E+04
   11500,2026-07-30T01:11:04.707+08:00, 0.335E-02,  44.67122, 0.85376E+04
   11600,2026-07-30T01:12:23.434+08:00, 0.360E-02,  45.03683, 0.86157E+04
   11700,2026-07-30T01:13:43.723+08:00, 0.290E-02,  45.38189, 0.86953E+04
   11800,2026-07-30T01:15:00.862+08:00, 0.350E-02,  45.70875, 0.87718E+04
   11900,2026-07-30T01:16:21.723+08:00, 0.274E-02,  46.00607, 0.88520E+04
   12000,2026-07-30T01:17:39.395+08:00, 0.365E-02,  46.33280, 0.89290E+04
   12100,2026-07-30T01:19:00.202+08:00, 0.319E-02,  46.67353, 0.90092E+04
   12200,2026-07-30T01:20:17.219+08:00, 0.351E-02,  47.00269, 0.90856E+04
   12300,2026-07-30T01:21:36.412+08:00, 0.338E-02,  47.35466, 0.91641E+04
   12400,2026-07-30T01:22:52.522+08:00, 0.328E-02,  47.67824, 0.92396E+04
   12500,2026-07-30T01:24:09.925+08:00, 0.357E-02,  48.02248, 0.93164E+04
   12600,2026-07-30T01:25:27.264+08:00, 0.357E-02,  48.37929, 0.93931E+04
   12700,2026-07-30T01:26:46.695+08:00, 0.392E-02,  48.76892, 0.94719E+04
   12800,2026-07-30T01:28:05.234+08:00, 0.313E-02,  49.09991, 0.95499E+04
   12900,2026-07-30T01:29:22.968+08:00, 0.339E-02,  49.45828, 0.96270E+04
   13000,2026-07-30T01:30:39.632+08:00, 0.339E-02,  49.79744, 0.97031E+04
   13100,2026-07-30T01:31:57.333+08:00, 0.373E-02,  50.13796, 0.97802E+04
   13200,2026-07-30T01:33:14.841+08:00, 0.332E-02,  50.48496, 0.98571E+04
   13300,2026-07-30T01:34:31.326+08:00, 0.366E-02,  50.82129, 0.99330E+04
   13400,2026-07-30T01:35:48.506+08:00, 0.294E-02,  51.17180, 0.10010E+05
   13500,2026-07-30T01:37:05.192+08:00, 0.356E-02,  51.47771, 0.10086E+05
   13600,2026-07-30T01:38:24.198+08:00, 0.347E-02,  51.86547, 0.10164E+05
   13700,2026-07-30T01:39:42.026+08:00, 0.371E-02,  52.19964, 0.10241E+05
   13800,2026-07-30T01:41:00.287+08:00, 0.371E-02,  52.57038, 0.10319E+05
   13900,2026-07-30T01:42:18.282+08:00, 0.330E-02,  52.92581, 0.10396E+05
   14000,2026-07-30T01:43:36.364+08:00, 0.364E-02,  53.28899, 0.10474E+05
   14100,2026-07-30T01:44:55.379+08:00, 0.289E-02,  53.61479, 0.10552E+05
   14200,2026-07-30T01:46:12.571+08:00, 0.318E-02,  53.92589, 0.10629E+05
   14300,2026-07-30T01:47:31.018+08:00, 0.350E-02,  54.26461, 0.10707E+05
   14400,2026-07-30T01:48:49.546+08:00, 0.350E-02,  54.61413, 0.10785E+05
   14500,2026-07-30T01:50:08.374+08:00, 0.312E-02,  54.95576, 0.10863E+05
   14600,2026-07-30T01:51:26.538+08:00, 0.377E-02,  55.29728, 0.10940E+05
   14700,2026-07-30T01:52:47.377+08:00, 0.333E-02,  55.65322, 0.11021E+05
   14800,2026-07-30T01:54:04.919+08:00, 0.359E-02,  55.98628, 0.11098E+05
   14900,2026-07-30T01:55:26.276+08:00, 0.317E-02,  56.33531, 0.11178E+05
   15000,2026-07-30T01:56:46.461+08:00, 0.348E-02,  56.65584, 0.11258E+05
   15100,2026-07-30T01:58:08.612+08:00, 0.310E-02,  56.99627, 0.11339E+05
   15200,2026-07-30T01:59:28.208+08:00, 0.299E-02,  57.26143, 0.11418E+05
   15300,2026-07-30T02:00:47.324+08:00, 0.362E-02,  57.59998, 0.11497E+05
   15400,2026-07-30T02:02:09.328+08:00, 0.323E-02,  57.93342, 0.11578E+05
   15500,2026-07-30T02:03:29.494+08:00, 0.391E-02,  58.29728, 0.11658E+05
   15600,2026-07-30T02:04:51.838+08:00, 0.350E-02,  58.67143, 0.11740E+05
   15700,2026-07-30T02:06:10.233+08:00, 0.385E-02,  59.04284, 0.11817E+05
   15800,2026-07-30T02:07:30.295+08:00, 0.309E-02,  59.39390, 0.11897E+05
   15900,2026-07-30T02:08:48.127+08:00, 0.340E-02,  59.72092, 0.11974E+05
   16000,2026-07-30T02:10:09.736+08:00, 0.269E-02,  60.03159, 0.12055E+05
   16100,2026-07-30T02:11:26.785+08:00, 0.358E-02,  60.34396, 0.12131E+05
   16200,2026-07-30T02:12:46.912+08:00, 0.316E-02,  60.70265, 0.12211E+05
   16300,2026-07-30T02:14:04.596+08:00, 0.383E-02,  61.04931, 0.12288E+05
   16400,2026-07-30T02:15:26.699+08:00, 0.378E-02,  61.43961, 0.12369E+05
   16500,2026-07-30T02:16:46.645+08:00, 0.370E-02,  61.78893, 0.12449E+05
   16600,2026-07-30T02:18:08.216+08:00, 0.329E-02,  62.16483, 0.12530E+05
   16700,2026-07-30T02:19:26.874+08:00, 0.355E-02,  62.47857, 0.12608E+05
   16800,2026-07-30T02:20:49.474+08:00, 0.300E-02,  62.83480, 0.12690E+05
   16900,2026-07-30T02:22:09.443+08:00, 0.330E-02,  63.13992, 0.12769E+05
   17000,2026-07-30T02:23:29.339+08:00, 0.358E-02,  63.50486, 0.12848E+05
   17100,2026-07-30T02:24:48.389+08:00, 0.358E-02,  63.86257, 0.12927E+05
   17200,2026-07-30T02:26:07.460+08:00, 0.386E-02,  64.26857, 0.13005E+05
   17300,2026-07-30T02:27:27.593+08:00, 0.345E-02,  64.62972, 0.13085E+05
   17400,2026-07-30T02:28:45.480+08:00, 0.379E-02,  64.99253, 0.13162E+05
   17500,2026-07-30T02:30:04.612+08:00, 0.335E-02,  65.33846, 0.13241E+05
   17600,2026-07-30T02:31:22.668+08:00, 0.405E-02,  65.72279, 0.13318E+05
   17700,2026-07-30T02:32:44.665+08:00, 0.322E-02,  66.08596, 0.13399E+05
   17800,2026-07-30T02:34:02.553+08:00, 0.355E-02,  66.43635, 0.13477E+05
   17900,2026-07-30T02:35:22.763+08:00, 0.355E-02,  66.79094, 0.13556E+05
   18000,2026-07-30T02:36:39.375+08:00, 0.429E-02,  67.17392, 0.13632E+05
   18100,2026-07-30T02:37:59.541+08:00, 0.381E-02,  67.56062, 0.13712E+05
   18200,2026-07-30T02:39:17.513+08:00, 0.419E-02,  67.94421, 0.13789E+05
   18300,2026-07-30T02:40:38.432+08:00, 0.290E-02,  68.30007, 0.13869E+05
   18400,2026-07-30T02:41:54.609+08:00, 0.351E-02,  68.60476, 0.13945E+05
   18500,2026-07-30T02:43:15.028+08:00, 0.386E-02,  68.98811, 0.14025E+05
   18600,2026-07-30T02:44:33.705+08:00, 0.419E-02,  69.35370, 0.14103E+05
   18700,2026-07-30T02:45:55.911+08:00, 0.368E-02,  69.78178, 0.14184E+05
   18800,2026-07-30T02:47:18.031+08:00, 0.324E-02,  70.10358, 0.14266E+05
   18900,2026-07-30T02:48:40.248+08:00, 0.351E-02,  70.46270, 0.14348E+05
   19000,2026-07-30T02:50:02.555+08:00, 0.316E-02,  70.78314, 0.14429E+05
   19100,2026-07-30T02:51:23.096+08:00, 0.382E-02,  71.12814, 0.14509E+05
   19200,2026-07-30T02:52:44.682+08:00, 0.382E-02,  71.51029, 0.14590E+05
   19300,2026-07-30T02:54:02.611+08:00, 0.420E-02,  71.91995, 0.14667E+05
   19400,2026-07-30T02:55:23.687+08:00, 0.372E-02,  72.30606, 0.14748E+05
   19500,2026-07-30T02:56:43.727+08:00, 0.405E-02,  72.72534, 0.14827E+05
   19600,2026-07-30T02:58:05.336+08:00, 0.359E-02,  73.09666, 0.14908E+05
   19700,2026-07-30T02:59:24.548+08:00, 0.395E-02,  73.48164, 0.14987E+05
   19800,2026-07-30T03:00:46.032+08:00, 0.355E-02,  73.85044, 0.15068E+05
   19900,2026-07-30T03:02:06.812+08:00, 0.429E-02,  74.24321, 0.15148E+05
   20000,2026-07-30T03:03:30.650+08:00, 0.336E-02,  74.63116, 0.15231E+05
   20100,2026-07-30T03:04:52.370+08:00, 0.370E-02,  74.99285, 0.15312E+05
   20200,2026-07-30T03:06:16.501+08:00, 0.362E-02,  75.35606, 0.15396E+05
   20300,2026-07-30T03:07:37.744+08:00, 0.438E-02,  75.74747, 0.15476E+05
   20400,2026-07-30T03:09:01.582+08:00, 0.348E-02,  76.14068, 0.15559E+05
   20500,2026-07-30T03:10:22.067+08:00, 0.422E-02,  76.51321, 0.15639E+05
   20600,2026-07-30T03:11:44.118+08:00, 0.339E-02,  76.89449, 0.15721E+05
   20700,2026-07-30T03:13:02.203+08:00, 0.410E-02,  77.24130, 0.15798E+05
   20800,2026-07-30T03:14:22.172+08:00, 0.365E-02,  77.62296, 0.15877E+05
   20900,2026-07-30T03:15:37.487+08:00, 0.402E-02,  77.99217, 0.15952E+05
   21000,2026-07-30T03:16:58.431+08:00, 0.357E-02,  78.39073, 0.16033E+05
   21100,2026-07-30T03:18:18.250+08:00, 0.392E-02,  78.75743, 0.16112E+05
   21200,2026-07-30T03:19:39.857+08:00, 0.305E-02,  79.15051, 0.16193E+05
   21300,2026-07-30T03:20:58.843+08:00, 0.336E-02,  79.46209, 0.16271E+05
   21400,2026-07-30T03:22:18.106+08:00, 0.362E-02,  79.85461, 0.16350E+05
   21500,2026-07-30T03:23:35.530+08:00, 0.398E-02,  80.22047, 0.16427E+05
   21600,2026-07-30T03:24:54.794+08:00, 0.352E-02,  80.60306, 0.16505E+05
   21700,2026-07-30T03:26:14.291+08:00, 0.313E-02,  80.92231, 0.16584E+05
   21800,2026-07-30T03:27:31.839+08:00, 0.379E-02,  81.28838, 0.16661E+05
   21900,2026-07-30T03:28:51.452+08:00, 0.379E-02,  81.66712, 0.16740E+05
   22000,2026-07-30T03:30:07.731+08:00, 0.417E-02,  82.07011, 0.16816E+05
   22100,2026-07-30T03:31:25.974+08:00, 0.325E-02,  82.42110, 0.16893E+05
   22200,2026-07-30T03:32:41.372+08:00, 0.354E-02,  82.78760, 0.16968E+05
   22300,2026-07-30T03:33:59.939+08:00, 0.354E-02,  83.14119, 0.17046E+05
   22400,2026-07-30T03:35:16.334+08:00, 0.389E-02,  83.50256, 0.17122E+05
   22500,2026-07-30T03:36:34.516+08:00, 0.309E-02,  83.85365, 0.17200E+05
   22600,2026-07-30T03:37:48.395+08:00, 0.374E-02,  84.19204, 0.17273E+05
   22700,2026-07-30T03:39:06.789+08:00, 0.370E-02,  84.57989, 0.17351E+05
   22800,2026-07-30T03:40:21.425+08:00, 0.370E-02,  84.94940, 0.17425E+05
   22900,2026-07-30T03:41:37.885+08:00, 0.370E-02,  85.31891, 0.17501E+05
   23000,2026-07-30T03:42:53.888+08:00, 0.363E-02,  85.67455, 0.17576E+05
   23100,2026-07-30T03:44:10.995+08:00, 0.354E-02,  86.06367, 0.17652E+05
   23200,2026-07-30T03:45:28.337+08:00, 0.314E-02,  86.38917, 0.17729E+05
   23300,2026-07-30T03:46:45.525+08:00, 0.418E-02,  86.76934, 0.17806E+05
   23400,2026-07-30T03:48:05.618+08:00, 0.337E-02,  87.11153, 0.17885E+05
   23500,2026-07-30T03:49:23.872+08:00, 0.408E-02,  87.48973, 0.17963E+05
   23600,2026-07-30T03:50:45.207+08:00, 0.365E-02,  87.87565, 0.18044E+05
   23700,2026-07-30T03:52:04.597+08:00, 0.402E-02,  88.25174, 0.18122E+05
   23800,2026-07-30T03:53:27.708+08:00, 0.311E-02,  88.60757, 0.18205E+05
   23900,2026-07-30T03:54:48.340+08:00, 0.414E-02,  88.94243, 0.18285E+05
   24000,2026-07-30T03:56:11.358+08:00, 0.364E-02,  89.33169, 0.18367E+05
   24100,2026-07-30T03:57:33.051+08:00, 0.395E-02,  89.68984, 0.18448E+05
   24200,2026-07-30T03:58:56.307+08:00, 0.371E-02,  90.10375, 0.18531E+05
   24300,2026-07-30T04:00:18.538+08:00, 0.367E-02,  90.45378, 0.18612E+05
   24400,2026-07-30T04:01:42.077+08:00, 0.364E-02,  90.84957, 0.18695E+05
   24500,2026-07-30T04:03:04.111+08:00, 0.353E-02,  91.17584, 0.18777E+05
   24600,2026-07-30T04:04:26.672+08:00, 0.343E-02,  91.55430, 0.18859E+05
   24700,2026-07-30T04:05:48.556+08:00, 0.377E-02,  91.90086, 0.18940E+05
   24800,2026-07-30T04:07:10.563+08:00, 0.371E-02,  92.30829, 0.19021E+05
   24900,2026-07-30T04:08:32.549+08:00, 0.362E-02,  92.64306, 0.19103E+05
   25000,2026-07-30T04:09:53.883+08:00, 0.358E-02,  93.02420, 0.19183E+05
   25100,2026-07-30T04:11:13.908+08:00, 0.321E-02,  93.35331, 0.19263E+05
   25200,2026-07-30T04:12:32.034+08:00, 0.353E-02,  93.69956, 0.19340E+05
   25300,2026-07-30T04:13:51.710+08:00, 0.345E-02,  94.02159, 0.19419E+05
   25400,2026-07-30T04:15:09.501+08:00, 0.404E-02,  94.38416, 0.19496E+05
   25500,2026-07-30T04:16:29.642+08:00, 0.356E-02,  94.74447, 0.19576E+05
   25600,2026-07-30T04:17:47.860+08:00, 0.392E-02,  95.12113, 0.19654E+05
   25700,2026-07-30T04:19:07.261+08:00, 0.343E-02,  95.48763, 0.19732E+05
   25800,2026-07-30T04:20:21.356+08:00, 0.378E-02,  95.85087, 0.19806E+05
   25900,2026-07-30T04:21:39.917+08:00, 0.328E-02,  96.20886, 0.19884E+05
   26000,2026-07-30T04:22:54.474+08:00, 0.397E-02,  96.55604, 0.19958E+05
   26100,2026-07-30T04:24:12.900+08:00, 0.310E-02,  96.89973, 0.20036E+05
   26200,2026-07-30T04:25:29.080+08:00, 0.375E-02,  97.22673, 0.20111E+05
   26300,2026-07-30T04:26:48.431+08:00, 0.370E-02,  97.62701, 0.20190E+05
   26400,2026-07-30T04:28:03.838+08:00, 0.360E-02,  97.96598, 0.20265E+05
   26500,2026-07-30T04:29:21.812+08:00, 0.321E-02,  98.31796, 0.20342E+05
   26600,2026-07-30T04:30:39.606+08:00, 0.321E-02,  98.63877, 0.20419E+05
   26700,2026-07-30T04:31:58.200+08:00, 0.388E-02,  99.01271, 0.20497E+05
   26800,2026-07-30T04:33:17.529+08:00, 0.342E-02,  99.35262, 0.20576E+05
   26900,2026-07-30T04:34:35.674+08:00, 0.371E-02,  99.73137, 0.20654E+05
   27000,2026-07-30T04:35:53.931+08:00, 0.293E-02, 100.05271, 0.20731E+05
   27100,2026-07-30T04:37:09.210+08:00, 0.319E-02, 100.39444, 0.20806E+05
   27200,2026-07-30T04:38:26.151+08:00, 0.346E-02, 100.71732, 0.20882E+05
   27300,2026-07-30T04:39:41.212+08:00, 0.381E-02, 101.07116, 0.20957E+05
   27400,2026-07-30T04:41:00.457+08:00, 0.340E-02, 101.42537, 0.21035E+05
   27500,2026-07-30T04:42:14.485+08:00, 0.375E-02, 101.77811, 0.21109E+05
   27600,2026-07-30T04:43:32.909+08:00, 0.334E-02, 102.12947, 0.21187E+05
   27700,2026-07-30T04:44:47.528+08:00, 0.367E-02, 102.47336, 0.21261E+05
   27800,2026-07-30T04:46:06.261+08:00, 0.328E-02, 102.83748, 0.21339E+05
   27900,2026-07-30T04:47:20.429+08:00, 0.361E-02, 103.18932, 0.21412E+05
   28000,2026-07-30T04:48:36.788+08:00, 0.361E-02, 103.55001, 0.21488E+05
   28100,2026-07-30T04:49:51.078+08:00, 0.356E-02, 103.88548, 0.21562E+05
   28200,2026-07-30T04:51:10.748+08:00, 0.313E-02, 104.26288, 0.21641E+05
   28300,2026-07-30T04:52:25.445+08:00, 0.296E-02, 104.54333, 0.21715E+05
   28400,2026-07-30T04:53:38.368+08:00, 0.326E-02, 104.86192, 0.21787E+05
   28500,2026-07-30T04:54:52.076+08:00, 0.326E-02, 105.18761, 0.21861E+05
   28600,2026-07-30T04:56:06.389+08:00, 0.358E-02, 105.53089, 0.21934E+05
