s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS
 9.0059624E+000, 2.6274409E+004,-7.2269050E+003, 9.5105121E+001,-1.2203288E+003,-1.4928415E+000, 0.0000000E+000, 0.0000000E+000, 1.7454338E+004, 1.7920788E+004, 1.2694522E+002, 6.3403488E-001, 0.0000000E+000
 1.0003204E+001, 2.8854471E+004,-7.0672042E+003, 4.4278584E+002,-1.3218605E+003,-1.5562723E+000, 0.0000000E+000, 0.0000000E+000, 2.1261025E+004, 2.0906636E+004, 1.4190376E+002, 6.7864724E-001, 0.0000000E+000
 1.1000502E+001, 2.7178300E+004,-7.9210548E+003, 6.3997967E+001,-1.3375313E+003,-1.5899261E+000, 0.0000000E+000, 0.0000000E+000, 1.7331821E+004, 1.7982122E+004, 1.4936341E+002, 7.1710830E-001, 0.0000000E+000
 1.2002076E+001, 3.3755322E+004,-8.7569278E+003, 5.5318347E+002,-1.5080158E+003,-1.6478921E+000, 0.0000000E+000, 0.0000000E+000, 2.4559000E+004, 2.4041914E+004, 1.4936341E+002, 7.5002977E-001, 0.0000000E+000
 1.3007950E+001, 3.0874572E+004,-8.9875606E+003, 5.6821909E+001,-1.4188197E+003,-1.6784217E+000, 0.0000000E+000, 0.0000000E+000, 1.9156954E+004, 2.0523335E+004, 1.4936341E+002, 7.7814148E-001, 0.0000000E+000
 1.4007649E+001, 3.6451945E+004,-9.5533342E+003,-3.5804550E+003,-1.8190426E+003,-1.7059763E+000, 0.0000000E+000, 0.0000000E+000, 2.2273849E+004, 2.1497407E+004, 1.4936341E+002, 8.0180200E-001, 0.0000000E+000
 1.5000279E+001, 3.2248104E+004,-9.5532728E+003,-8.1889857E+003,-1.7288778E+003,-1.7170783E+000, 0.0000000E+000, 0.0000000E+000, 1.1252691E+004, 1.2775251E+004, 1.4936341E+002, 8.2157750E-001, 0.0000000E+000
 1.6004822E+001, 3.9690105E+004,-1.0525228E+004,-1.2295153E+004,-2.1946854E+003,-1.7827730E+000, 0.0000000E+000, 0.0000000E+000, 1.5796392E+004, 1.4673256E+004, 1.4936341E+002, 8.3812427E-001, 0.0000000E+000
 1.7001848E+001, 3.2195003E+004,-1.0055028E+004,-8.7978836E+003,-1.8693735E+003,-1.7567512E+000, 0.0000000E+000, 0.0000000E+000, 9.2937498E+003, 1.1470961E+004, 1.4936341E+002, 8.5197170E-001, 0.0000000E+000
 1.8001240E+001, 4.2647289E+004,-1.1906160E+004,-1.5150114E+004,-2.3861280E+003,-1.8290802E+000, 0.0000000E+000, 0.0000000E+000, 1.4673595E+004, 1.3203058E+004, 1.4936341E+002, 8.6342311E-001, 0.0000000E+000
